example_id,text,label,diagnosis,procedure,medication,tooth_number,source_type
848,Permanent bridge fitting delivered for tooth 1. compromised tooth structure previously managed; acetaminophen not required beyond today.,crown_bridge_form,compromised tooth structure,bridge fitting,acetaminophen,1,synthetic_dental_form_example
849,Annual dental examination: patient reports dry mouth. oral cancer screening completed; ibuprofen given.,consultation_form,dry mouth,oral cancer screening,ibuprofen,22,synthetic_dental_form_example
850,Two-week review post take-home whitening kit. intrinsic staining lightened successfully; carbamide peroxide recommended for maintenance.,whitening_form,intrinsic staining,take-home whitening kit,carbamide peroxide,27,synthetic_dental_form_example
851,Follow-up for ongoing gum pain. oral cancer screening reviewed; ibuprofen updated.,consultation_form,gum pain,oral cancer screening,ibuprofen,12,synthetic_dental_form_example
852,Patient presents with severe decay on tooth 32. Dentist performed socket irrigation and prescribed metronidazole.,extraction_form,severe decay,socket irrigation,metronidazole,32,synthetic_dental_form_example
853,Patient phoned reporting knocked out tooth. Seen within the hour. abscess drainage performed; ibuprofen dispensed.,emergency_form,knocked out tooth,abscess drainage,ibuprofen,13,synthetic_dental_form_example
854,Crown assessment for tooth 20 with post root canal crown needed. temporary crown placement commenced; impressions sent. fluoride provided.,crown_bridge_form,post root canal crown needed,temporary crown placement,fluoride,20,synthetic_dental_form_example
855,Annual dental examination: patient reports jaw pain. bite assessment completed; acetaminophen given.,consultation_form,jaw pain,bite assessment,acetaminophen,13,synthetic_dental_form_example
856,Severe pain from tooth 25. Diagnosis: pulp infection. Emergency canal cleaning commenced; acetaminophen prescribed.,root_canal_form,pulp infection,canal cleaning,acetaminophen,25,synthetic_dental_form_example
857,Swelling related to infected root canal on tooth 5. Urgent canal cleaning for drainage; ibuprofen prescribed.,root_canal_form,infected root canal,canal cleaning,ibuprofen,5,synthetic_dental_form_example
858,Extraction consent obtained for tooth 8. Diagnosis: failed root canal. Medication: amoxicillin.,extraction_form,failed root canal,tooth extraction,amoxicillin,8,synthetic_dental_form_example
859,New patient assessment. impacted canine identified. wire adjustment recommended; ibuprofen provided.,orthodontic_form,impacted canine,wire adjustment,ibuprofen,31,synthetic_dental_form_example
860,Cavity preparation and tooth-colored restoration on tooth 6 for sensitivity from decay. ibuprofen dispensed.,filling_form,sensitivity from decay,tooth-colored restoration,ibuprofen,6,synthetic_dental_form_example
861,Final full coverage crown on tooth 18 following tooth discoloration. Permanent crown cemented; acetaminophen dispensed.,crown_bridge_form,tooth discoloration,full coverage crown,acetaminophen,18,synthetic_dental_form_example
862,Take-home take-home whitening kit kit provided for tetracycline staining. hydrogen peroxide gel prescribed if sensitivity arises.,whitening_form,tetracycline staining,take-home whitening kit,hydrogen peroxide gel,11,synthetic_dental_form_example
863,Comprehensive consultation for teeth grinding. Treatment options discussed. mouth rinse recommended.,consultation_form,teeth grinding,consultation,mouth rinse,18,synthetic_dental_form_example
864,Probing depths confirm attachment loss. guided tissue regeneration recommended; clindamycin commenced.,periodontal_form,attachment loss,guided tissue regeneration,clindamycin,27,synthetic_dental_form_example
865,Patient attended for x ray review. Main concern: oral ulcers. mouth rinse suggested.,consultation_form,oral ulcers,x ray review,mouth rinse,17,synthetic_dental_form_example
866,Consultation for oral ulcers. oral cancer screening completed; mouth rinse advised.,consultation_form,oral ulcers,oral cancer screening,mouth rinse,25,synthetic_dental_form_example
867,Laser whitening tray fitting for coffee staining. Immediate improvement noted; fluoride dispensed.,whitening_form,coffee staining,whitening tray fitting,fluoride,14,synthetic_dental_form_example
868,Secondary tooth decay on tooth 13 treated with tooth-colored restoration. lidocaine advised.,filling_form,tooth decay,tooth-colored restoration,lidocaine,13,synthetic_dental_form_example
869,Post-operative review for simple extraction of tooth 13. Original diagnosis: root fracture. naproxen continued.,extraction_form,root fracture,simple extraction,naproxen,13,synthetic_dental_form_example
870,Tooth 1 extracted following confirmed irreversible pulpitis. simple extraction uneventful; naproxen prescribed.,extraction_form,irreversible pulpitis,simple extraction,naproxen,1,synthetic_dental_form_example
871,Orthodontic consultation for misaligned teeth. braces fitting planned; ibuprofen dispensed.,orthodontic_form,misaligned teeth,braces fitting,ibuprofen,32,synthetic_dental_form_example
872,Dental trauma: knocked out tooth on tooth 17. tooth splinting carried out; metronidazole prescribed.,emergency_form,knocked out tooth,tooth splinting,metronidazole,17,synthetic_dental_form_example
873,Consultation for teeth grinding. treatment planning completed; naproxen advised.,consultation_form,teeth grinding,treatment planning,naproxen,7,synthetic_dental_form_example
874,Clinical findings confirm severe decay on tooth 27. bone grafting post extraction carried out; naproxen given for pain control.,extraction_form,severe decay,bone grafting post extraction,naproxen,27,synthetic_dental_form_example
875,Patient reports discomfort from orthodontic assessment. underbite being managed; wire trimmed. acetaminophen suggested.,orthodontic_form,underbite,orthodontic assessment,acetaminophen,4,synthetic_dental_form_example
876,Radiograph confirms fractured tooth affecting tooth 29. simple extraction performed and ibuprofen advised post-operatively.,extraction_form,fractured tooth,simple extraction,ibuprofen,29,synthetic_dental_form_example
877,Patient presents with root fracture on tooth 8. Dentist performed surgical extraction and prescribed clindamycin.,extraction_form,root fracture,surgical extraction,clindamycin,8,synthetic_dental_form_example
878,Follow-up for ongoing toothache. treatment planning reviewed; acetaminophen updated.,consultation_form,toothache,treatment planning,acetaminophen,15,synthetic_dental_form_example
879,Definitive permanent crown cementation on tooth 21. fractured tooth requiring crown addressed with full coverage crown. acetaminophen recommended.,crown_bridge_form,fractured tooth requiring crown,permanent crown cementation,acetaminophen,21,synthetic_dental_form_example
880,Surgical flap surgery planned for unresolved severe bone loss. metronidazole adjusted pre-operatively.,periodontal_form,severe bone loss,flap surgery,metronidazole,26,synthetic_dental_form_example
881,Radiograph confirmed cavity on tooth 15. bonding restoration completed under local anaesthesia with ibuprofen.,filling_form,cavity,bonding restoration,ibuprofen,15,synthetic_dental_form_example
882,Probing depths confirm deep periodontal pockets. scaling and root planing recommended; metronidazole commenced.,periodontal_form,deep periodontal pockets,scaling and root planing,metronidazole,4,synthetic_dental_form_example
883,Definitive porcelain crown placement on tooth 4. severely decayed tooth addressed with full coverage crown. fluoride recommended.,crown_bridge_form,severely decayed tooth,porcelain crown placement,fluoride,4,synthetic_dental_form_example
884,Pre-whitening assessment for tetracycline staining. whitening tray fitting recommended; desensitizing gel provided as precaution.,whitening_form,tetracycline staining,whitening tray fitting,desensitizing gel,8,synthetic_dental_form_example
885,Post root canal bridge fitting for tooth 12. fractured tooth requiring crown noted. lidocaine prescribed.,crown_bridge_form,fractured tooth requiring crown,bridge fitting,lidocaine,12,synthetic_dental_form_example
886,Tooth 17 is not restorable due to impacted wisdom tooth. tooth extraction completed and penicillin prescribed.,extraction_form,impacted wisdom tooth,tooth extraction,penicillin,17,synthetic_dental_form_example
887,Emergency visit for oral ulcers. treatment planning completed and mouth rinse given.,consultation_form,oral ulcers,treatment planning,mouth rinse,12,synthetic_dental_form_example
888,Post-operative review for tooth extraction of tooth 18. Original diagnosis: severe bone loss. ibuprofen continued.,extraction_form,severe bone loss,tooth extraction,ibuprofen,18,synthetic_dental_form_example
889,Temporary crown on tooth 24 for broken cusp. Permanent impression taking due in two weeks. ibuprofen given.,crown_bridge_form,broken cusp,impression taking,ibuprofen,24,synthetic_dental_form_example
890,Tooth 28 presented with worn enamel. temporary filling completed successfully; acetaminophen prescribed.,filling_form,worn enamel,temporary filling,acetaminophen,28,synthetic_dental_form_example
891,Patient presents with deep periodontal pockets. Full mouth pocket reduction surgery planned; amoxicillin prescribed.,periodontal_form,deep periodontal pockets,pocket reduction surgery,amoxicillin,29,synthetic_dental_form_example
892,Tooth 25 with pulp infection treated with root canal treatment over two visits. acetaminophen given.,root_canal_form,pulp infection,root canal treatment,acetaminophen,25,synthetic_dental_form_example
893,Surgical simple extraction completed for tooth 2 with severe bone loss. Patient tolerated well; naproxen given.,extraction_form,severe bone loss,simple extraction,naproxen,2,synthetic_dental_form_example
894,Bridge fitting for missing tooth region near 4. Adjacent teeth prepared; ibuprofen advised.,crown_bridge_form,cracked tooth,full coverage crown,ibuprofen,4,synthetic_dental_form_example
895,Three-unit bridge for tooth 25 region. post root canal crown needed on abutment teeth. porcelain crown placement initiated; ibuprofen dispensed.,crown_bridge_form,post root canal crown needed,porcelain crown placement,ibuprofen,25,synthetic_dental_form_example
896,Dental hygiene visit revealed calculus deposits. Full mouth subgingival scaling completed. antiseptic gel prescribed.,cleaning_form,calculus deposits,subgingival scaling,antiseptic gel,20,synthetic_dental_form_example
